,Unnamed: 0,committee,aggregate_subtotal,period_subtotal,aggregate_cash,period_cash,aggregate_exp_paid,period_exp_paid,aggregate_exp_unpaid,period_exp_unpaid,aggregate_receipts,period_receipts,local,Committee/Entity Name,SEECForm,Candidate/Chairperson,Treasurer,Office Sought,Committee Type,Funding Source,Report Type,Document Type,Filing Due Date,Received Date,Period Cover Start Date,Period Cover End Date,Election Year,File Year,District,link,pdf,csv,reports
55,0,Citizens for Lee Whitnum,$25.00,$25.00,$25.00,$25.00,$0.00,$0.00,,$0.00,$25.00,$0.00,SEEC30_January_10_Filing_53158.PDF,Citizens for Lee Whitnum,30,Lee Whitnum,John Whiteside,Governor,Candidate,,January 10 Filing,Original,01/10/2018,01/06/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53158.PDF,False,False,False
56,0,Sampson for CT Exploratory Committee,"$11,220.00","$10,322.81","$9,566.03","$9,566.03","$1,653.97",$756.78,,$0.00,"$11,220.00","$5,075.00",SEEC30_January_10_Filing_53169.PDF,Sampson for CT Exploratory Committee,30,Rob Sampson,Barbara Roberts,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/08/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53169.PDF,False,False,False
57,0,Mattei for Connecticut,"$258,872.92","$108,655.61",$0.00,$0.00,"$258,872.92","$108,655.61",,$0.00,"$258,872.92","$36,179.91",SEEC30_January_10_Filing_53174.PDF,Mattei for Connecticut,30,Christopher M Mattei,Douglas Spencer,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/10/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53174.PDF,False,False,False
58,0,People for Mikutel 2018,$730.00,$730.00,$730.00,$730.00,$0.00,$0.00,,$0.00,$730.00,$730.00,SEEC30_January_10_Filing_53175.PDF,People for Mikutel 2018,30,Steven Mikutel,Debra A Dossett Robinson,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/08/2018,12/04/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53175.PDF,False,False,False
59,0,Gresko 2018,"$1,425.00","$1,425.00","$1,425.00","$1,425.00",$0.00,$0.00,,$0.00,"$1,425.00",$650.00,SEEC30_January_10_Filing_53197.PDF,Gresko 2018,30,Joseph P Gresko,Alexander J Florek,State Representative,Candidate,,January 10 Filing,Original,01/10/2018,01/09/2018,10/01/2017,12/31/2017,2018,2018,121.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53197.PDF,False,False,False
60,0,Valerie for CT,$500.00,$500.00,$500.00,$500.00,$0.00,$0.00,,$0.00,$500.00,$500.00,SEEC30_January_10_Filing_53239.PDF,Valerie for CT,30,Valerie Horsley,Analis Quintman,State Senator,Candidate,,January 10 Filing,Original,01/10/2018,01/09/2018,12/11/2017,12/31/2017,2018,2018,17.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53239.PDF,False,False,False
61,0,Chapman for CT,$550.00,$550.00,$506.60,$506.60,$43.40,$43.40,,$0.00,$550.00,$550.00,SEEC30_January_10_Filing_53247.PDF,Chapman for CT,30,Susan Chapman,Daniel R McDermott,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/09/2018,11/10/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53247.PDF,False,False,False
62,0,Dita for CT,"$124,940.21","$118,023.37","$48,901.57","$48,901.57","$76,038.64","$69,121.80",,"$12,212.71","$124,940.21","$71,863.21",SEEC30_January_10_Filing_53266.PDF,Dita for CT,30,Dita Bhargava,Diana C Sisler,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/10/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53266.PDF,False,False,False
63,0,DOUCETTE FOR CT,"$4,445.00","$4,445.00","$3,808.70","$3,808.70",$636.30,$636.30,,"$1,000.00","$4,445.00","$4,445.00",SEEC30_January_10_Filing_53273.PDF,DOUCETTE FOR CT,30,Jason Doucette,Karl J Badey,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/10/2018,11/07/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53273.PDF,False,False,False
64,0,Governor Wyatt,"$1,117.00",$73.71,$73.71,$73.71,"$1,043.29",$0.00,,$0.00,"$1,117.00",$0.00,SEEC30_January_10_Filing_53313.PDF,Governor Wyatt,30,Jacey Wyatt,Antonio R Antollino,Governor,Candidate,,January 10 Filing,Original,01/10/2018,01/08/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53313.PDF,False,False,False
65,0,Ritter 2018,$150.00,$150.00,$150.00,$150.00,$0.00,$0.00,,$567.15,$150.00,$150.00,SEEC30_January_10_Filing_53345.PDF,Ritter 2018,30,Matt Ritter,Sarah E. Kolb,State Representative,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,12/04/2017,12/31/2017,2018,2018,1.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53345.PDF,False,False,False
66,0,Harris for Connecticut,"$233,199.03","$108,741.84","$36,861.66","$36,861.66","$196,337.37","$71,880.18",,$535.00,"$233,199.03","$62,341.22",SEEC30_January_10_Filing_53360.PDF,Harris for Connecticut,30,Jonathan A Harris,James F Sullivan,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/10/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53360.PDF,False,False,False
67,0,Kim Rose 2018,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,SEEC30_January_10_Filing_53384.PDF,Kim Rose 2018,30,Kim M Rose,Dominic M Cotton,State Representative,Candidate,,January 10 Filing,Original,01/10/2018,01/09/2018,11/27/2017,12/31/2017,2018,2018,118.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53384.PDF,False,False,False
68,0,Szynkowicz 2018,"$1,733.90",$848.94,$328.25,$328.25,"$1,405.65",$520.69,,$0.00,"$1,733.90",$787.82,SEEC30_January_10_Filing_53407.PDF,Szynkowicz 2018,30,Linda J Szynkowicz,Linda Salafia,State Representative,Candidate,,January 10 Filing,Original,01/10/2018,01/09/2018,10/01/2017,12/31/2017,2018,2018,33.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53407.PDF,False,False,False
69,0,Kurt for CT,"$4,550.00","$4,550.00","$4,391.14","$4,391.14",$158.86,$158.86,,$0.00,"$4,550.00","$4,550.00",SEEC30_January_10_Filing_53418.PDF,Kurt for CT,30,William K Miller,Rory M Burke,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/10/2018,10/23/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53418.PDF,False,False,False
70,0,Harrigan 2018,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,SEEC30_January_10_Filing_53458.PDF,Harrigan 2018,30,Anne M Harrigan,Vittorina Vickie Nardello,State Representative,Candidate,,January 10 Filing,Original,01/10/2018,01/09/2018,12/26/2017,12/31/2017,2018,2018,89.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53458.PDF,False,False,False
71,0,Matt for Connecticut,"$62,895.52","$41,820.59","$38,298.92","$38,298.92","$24,596.60","$3,521.67",,$150.00,"$62,895.52",$75.00,SEEC30_January_10_Filing_53471.PDF,Matt for Connecticut,30,Matt Lesser,Jason Rojas,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/09/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53471.PDF,False,False,False
72,0,Joe Verrengia for State Rep,$250.00,$250.00,$250.00,$250.00,$0.00,$0.00,,$0.00,$250.00,$250.00,SEEC30_January_10_Filing_53488.PDF,Joe Verrengia for State Rep,30,Joe Verrengia,Dianna J Kulmacz,State Representative,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,12/07/2017,12/31/2017,2018,2018,20.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53488.PDF,False,False,False
73,0,Tim for Connecticut 2018,"$161,731.93","$98,360.62","$64,043.06","$64,043.06","$97,688.87","$34,317.56",,"$5,250.00","$161,731.93","$21,822.00",SEEC30_January_10_Filing_53495.PDF,Tim for Connecticut 2018,30,Timothy M Herbst,William L Jenkins,Governor,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53495.PDF,False,False,False
74,0,Re-elect Stallworth 2018,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,SEEC30_January_10_Filing_53520.PDF,Re-elect Stallworth 2018,30,Charlie L Stallworth,Luwannia Johnson-Martin,State Representative,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,12/18/2017,12/31/2017,2018,2018,126.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53520.PDF,False,False,False
75,0,Bronin for Connecticut,"$113,710.00","$113,710.00","$101,285.16","$101,285.16","$12,424.84","$12,424.84",,$0.00,"$113,710.00","$113,710.00",SEEC30_January_10_Filing_53535.PDF,Bronin for Connecticut,30,Luke Bronin,Sebastian Lombardi,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/10/2018,11/27/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53535.PDF,False,False,False
76,0,Boyd 2018,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,SEEC30_January_10_Filing_53544.PDF,Boyd 2018,30,Pat Boyd,Thomas J Sinkewicz,State Representative,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,12/19/2017,12/31/2017,2018,2018,50.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53544.PDF,False,False,False
77,0,Brookes 2018,"$2,190.00","$2,190.00","$2,076.20","$2,076.20",$113.80,$113.80,,$0.00,"$2,190.00","$2,190.00",SEEC30_January_10_Filing_53545.PDF,Brookes 2018,30,Ann Brookes,Michael P Meadows,Lieutenant Governor,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,12/03/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53545.PDF,False,False,False
78,0,Hampton 2018,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,SEEC30_January_10_Filing_53546.PDF,Hampton 2018,30,John K Hampton,David M Moore,State Representative,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,12/10/2017,12/31/2017,2018,2018,16.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53546.PDF,False,False,False
79,0,Joe Ganim 2018,"$199,353.64","$141,494.97","$99,163.37","$99,163.37","$100,190.27","$42,331.60",,$0.00,"$199,353.64","$52,892.81",SEEC30_January_10_Filing_53552.PDF,Joe Ganim 2018,30,Joseph P Ganim,Maria J Heller,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/10/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53552.PDF,False,False,False
80,0,Ganim for Governor,"$2,750.00","$2,750.00","$2,750.00","$2,750.00",$0.00,$0.00,,$0.00,"$2,750.00","$2,750.00",SEEC30_January_10_Filing_53556.PDF,Ganim for Governor,30,Joseph P Ganim,Anthony R Paoletto,Governor,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,12/24/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53556.PDF,False,False,False
81,0,Re-elect Senator Logan,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,SEEC30_January_10_Filing_53572.PDF,Re-elect Senator Logan,30,George S Logan,Ronald E Swatt,State Senator,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,12/17/2017,12/31/2017,2018,2018,17.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53572.PDF,False,False,False
82,0,Linda Louise 4 CT,$269.00,$269.00,$269.00,$269.00,$0.00,$0.00,,$0.00,$269.00,$50.00,SEEC30_January_10_Filing_53573.PDF,Linda Louise 4 CT,30,Linda Louise La Casse,Matthew E Joslow,State Representative,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,10/01/2017,12/31/2017,2018,2018,52.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53573.PDF,False,False,False
83,0,Connecticut Comeback Committee,"$272,452.26","$165,502.36","$136,267.87","$136,267.87","$136,184.39","$29,234.49",,$0.00,"$272,452.26","$76,490.00",SEEC30_January_10_Filing_53578.PDF,Connecticut Comeback Committee,30,Mark D Boughton,Michael J Purcaro,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/10/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53578.PDF,False,False,False
84,0,Joe Visconti CT,"$3,055.00",$654.44,$145.52,$145.52,"$2,909.48",$508.92,,$0.00,"$3,055.00",$635.00,SEEC30_January_10_Filing_53594.PDF,Joe Visconti CT,30,Joseph B Visconti,Matthew D O'Brien,Governor,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53594.PDF,False,False,False
85,0,ARUNAN FOR CT,"$41,126.00","$41,126.00","$27,158.90","$27,158.90","$13,967.10","$13,967.10",,"$3,545.95","$41,126.00","$41,126.00",SEEC30_January_10_Filing_53602.PDF,ARUNAN FOR CT,30,Arunan D Arulampalam,Steven M Harris,Undetermined,Exploratory,,January 10 Filing,Amendment,01/10/2018,01/10/2018,10/15/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53602.PDF,False,False,False
86,0,CURREY 2018,$200.03,$200.03,$33.43,$33.43,$166.60,$166.60,,$0.00,$200.03,$200.03,SEEC30_January_10_Filing_53611.PDF,CURREY 2018,30,Jeffrey A Currey,Karen F Burke,State Representative,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,11/03/2017,12/31/2017,2018,2018,11.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53611.PDF,False,False,False
87,0,WendyTysonWood4CT,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,SEEC30_January_10_Filing_53626.PDF,WendyTysonWood4CT,30,Wendy M Tyson-Wood,Kenneth R Cook,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/10/2018,12/06/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53626.PDF,False,False,False
88,0,Martin Looney for State Senate,$400.00,$400.00,$286.29,$286.29,$113.71,$113.71,,$0.00,$400.00,$400.00,SEEC30_January_10_Filing_53645.PDF,Martin Looney for State Senate,30,Martin M Looney,Adam L Joseph,State Senator,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,11/18/2017,12/31/2017,2018,2018,11.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53645.PDF,False,False,False
89,0,Markley for LG,"$77,397.42","$54,124.07","$49,825.22","$49,825.22","$27,572.20","$4,298.85",,$200.00,"$77,397.42","$13,630.00",SEEC30_January_10_Filing_53646.PDF,Markley for LG,30,Joseph C Markley,Gilbert E Linder,Lieutenant Governor,Candidate,,January 10 Filing,Original,01/10/2018,01/10/2018,10/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53646.PDF,False,False,False
90,0,Joe Young for Connecticut,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,SEEC30_January_10_Filing_53667.PDF,Joe Young for Connecticut,30,Joseph A Young,Thomas L Kenney,Undetermined,Exploratory,,January 10 Filing,Original,01/10/2018,01/10/2018,12/01/2017,12/31/2017,2018,2018,,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53667.PDF,False,False,False
91,0,Christine for State Representative,"$2,090.00","$2,090.00","$2,090.00","$2,090.00",$0.00,$0.00,,$0.00,"$2,090.00","$2,090.00",SEEC30_January_10_Filing_53676.PDF,Christine for State Representative,30,Christine Rosati Randall,Dianna J Kulmacz,State Representative,Candidate,,January 10 Filing,Amendment,01/10/2018,01/10/2018,11/04/2017,12/31/2017,2018,2018,44.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC30_January_10_Filing_53676.PDF,False,False,False
0,0,,"$1,020.00","$1,020.00","$1,020.00","$1,020.00",$0.00,$0.00,,,"$1,020.00","$1,020.00",SEEC20_January_10_Filing_52842.PDF,Cafero for Probate Judge,20,Lawrence F Cafero,Brian J Smith,Judge of Probate,Candidate,,January 10 Filing,Original,01/10/2018,01/03/2018,12/11/2017,12/31/2017,2018,2018,51.0,https://seec.ct.gov/eCrisReporting//Data/Attachment/Unassigned/SEEC20_January_10_Filing_52842.PDF,False,False,False
